DVD_Title|Studio|Released|Status|Sound|Versions|Price|Rating|Year|Genre|Aspect|UPC|DVD_ReleaseDate|ID|Timestamp|Updated
Key & Peele: Seasons 1 & 2|Comedy Central|2014-03-25 00:00:00|Pending|5.1|LBX, 16:9|24.99|NR|VAR|TV Classics|1.78:1|032429149886|2014-03-25 00:00:00|256225|2013-11-21 00:00:00|0
Kicking The Tyres: The New Zealand General Election And Electoral Referendum Of 2011 (Book w/ DVD)|Victoria University Press||Out|2.0|4:3|25|NR|2013|Special Interest|1.33:1|9780864738349|2013-06-01 00:00:00|256259|2013-11-22 00:00:00|0
Kinky Boots (Miramax Echo Bridge)|Miramax Echo Bridge||Out|5.1|LBX, 16:9|9.99|PG-13|2005|Comedy|2.35:1|096009177546|2013-11-19 00:00:00|252342|2013-11-19 00:00:00|1
Kiss Of The Dragon (Widescreen)|Fox||Out|5.1|LBX, 16:9|9.98|R|2001|Action/Adventure|2.35:1|024543030461|2007-01-30 00:00:00|202836|2013-11-21 00:00:00|1
Knitted Lace Of Estonia: Techniques, Patterns, And Traditions (Book w/ DVD)|Interweave Press||Out|2.0|4:3|26.99|NR|UNK|Special Interest|1.33:1|9781596683150|2010-10-26 00:00:00|185293|2013-11-21 00:00:00|1
La Madame: Part 1|Televisa|2014-03-18 00:00:00|Pending|2.0|4:3|24.97|NR|2013|Foreign|1.33:1|883476132457|2014-03-18 00:00:00|256285|2013-11-22 00:00:00|0
La Tempestad|Televisa|2014-03-18 00:00:00|Pending|2.0|4:3|19.97|NR|2013|Foreign|1.33:1|883476132440|2014-03-18 00:00:00|256244|2013-11-22 00:00:00|0
Ladies Of The House|Genius Products||Out|2.0|4:3|6.95|NR|2008|Drama|1.33:1|883476013626|2010-05-04 00:00:00|175860|2013-11-21 00:00:00|1
Lake Placid (Pan & Scan) / Lake Placid 2|Fox||Out|5.1|VAR|34.98|VAR|VAR|Horror|VAR|024543483304|2008-01-29 00:00:00|123520|2013-11-21 00:00:00|1
Lang Lang: The Highest Level: Documentary On The Recording & Prokofiev Piano Concerto No. 3|Sony Classical||Out|2.0|4:3|11.98|NR|UNK|Music|1.33:1|888837737999|2013-11-25 00:00:00|254586|2013-11-19 00:00:00|1
Lang Lang: The Highest Level: Documentary On The Recording & Prokofiev Piano Concerto No. 3 (Blu-ray)|Sony Classical||Out|2.0|LBX, 16:9, BLU-RAY|19.98|NR|UNK|Music|1.78:1|888837738095|2013-11-25 00:00:00|254597|2013-11-19 00:00:00|1
Las Luchadoras Contra La Momia (Cinetu)|Cinetu||Discontinued|2.0|4:3|9.99|NR|1964|Foreign|1.33:1|874937006318|2007-05-01 00:00:00|110423|2013-11-20 00:00:00|1
Las Luchadoras Contra La Momia (VCI)|VCI|2014-02-04 00:00:00|Pending|2.0|4:3|9.99|NR|1964|Foreign|1.33:1|089859871320|2014-02-04 00:00:00|256126|2013-11-20 00:00:00|0
Las Mujer Murcielago|VCI|2014-02-04 00:00:00|Pending|2.0|4:3|9.99|NR|1968|Foreign|1.33:1|089859871429|2014-02-04 00:00:00|256124|2013-11-20 00:00:00|0
Las Zapatillas Coloradas|Televista||Out|SUB|4:3|19.95|NR|1952|Foreign|1.33:1|029502081294|2013-11-19 00:00:00|251042|2013-11-19 00:00:00|1
Last Days Of Left Eye|Anchor Bay||Out|2.0|4:3|14.98|NR|2007|Documentary|1.33:1|013131593891|2008-09-09 00:00:00|139086|2013-11-21 00:00:00|1
Last Light: An Irish Ghost Story|Eagle One Media||Out|2.0|LBX, 16:9|19.95|NR|2011|Horror|1.78:1|821564311117|2013-11-19 00:00:00|252988|2013-11-19 00:00:00|1
Laurel & Hardy (Platinum), Vol. 1 & 2: Utopia / Lucky Dog / Tree In A Test Tube / Saw Mill / Kid Speed / Enough To Do / ...|Platinum||Discontinued|2.0|4:3|7.99|NR|VAR|Comedy|1.33:1|096009142896|2004-01-06 00:00:00|38267|2013-11-21 00:00:00|1
Laurel And Hardy (Go Enterprises): 12-Film Collection|Go Enterprises|2014-01-07 00:00:00|Pending|2.0|LBX, 16:9|7.99|NR|VAR|Comedy|1.78:1|610079877504|2014-01-07 00:00:00|255636|2013-11-21 00:00:00|1
Laverne & Shirley: The 1st - 7th Seasons|Paramount|2014-02-04 00:00:00|Pending|2.0|4:3|269.99|NR|VAR|TV Classics|1.33:1|032429147974|2014-02-04 00:00:00|255611|2013-11-21 00:00:00|1
Laverne & Shirley: The 7th Season|Paramount|2014-02-04 00:00:00|Pending|2.0|4:3|38.99|NR|1981|TV Classics|1.33:1|097361364643|2014-02-04 00:00:00|255589|2013-11-21 00:00:00|1
Leaf Hound: Live In Japan: 2012 (DVD/CD Combo)|Ripple Music|2014-01-14 00:00:00|Pending|2.0|4:3|18.99|NR|2014|Music|1.33:1|853843002447|2014-01-14 00:00:00|256262|2013-11-22 00:00:00|0
Legend Of Hell House|Fox||Out|2.0|LBX, 16:9|9.98|PG|1973|Horror|1.85:1|024543013853|2007-09-11 00:00:00|114183|2013-11-21 00:00:00|1
Legion Of Super Whores|Adult Source Media||Out|SUB|4:3|24.95|MA17|UNK|Anime|1.33:1|696859247835|2013-11-19 00:00:00|252977|2013-11-19 00:00:00|1
Leonard Bernstein: Young People's Concerts, Vol. II|Kultur||Out|2.0|4:3|149.99|NR|VAR|Music|1.33:1|032031437098|2013-11-19 00:00:00|250862|2013-11-19 00:00:00|1
Les Miserables (1935)|Fox||Out|1.0|4:3|14.98|NR|VAR|Drama|1.33:1|024543425793|2007-04-24 00:00:00|102781|2013-11-21 00:00:00|1
Leslie Sansone: Ultimate 5 Day Walk Plan|Anchor Bay||Out|2.0|LBX, 16:9|14.98|NR|2012|Exercise|1.78:1|013132507590|2012-04-17 00:00:00|222454|2013-11-21 00:00:00|1
Leslie Sansone: Walk Away Hips & Thighs Fit Cuff Kit|Anchor Bay||Out|2.0|4:3|24.97|NR|UNK|Exercise|1.33:1|013131576092|2008-09-02 00:00:00|180617|2013-11-21 00:00:00|1
Leslie Sansone: Walk Your Belly Flat|Anchor Bay||Out|2.0|4:3|14.98|NR|UNK|Exercise|1.33:1|013132507699|2012-04-17 00:00:00|222472|2013-11-21 00:00:00|1
Letters To God (Blu-ray)|Possibility Pictures||Out|2.0|LBX, 16:9, BLU-RAY|9.99|PG-13|2010|Drama|1.85:1|883476028026|2010-12-07 00:00:00|189329|2013-11-21 00:00:00|1
Life Coach|Echelon Entertainment 2||Out|2.0|4:3|15.98|NR|2005|Comedy|1.33:1|189375007798|2008-08-26 00:00:00|142206|2013-11-21 00:00:00|1
Linebacker Development For Youth Football|Coaches Choice||Discontinued|2.0|4:3|40|NR|UNK|Special Interest|1.33:1|827008310593|2007-03-06 00:00:00|106547|2013-11-21 00:00:00|1
Little Baby Disciples, Vol. 3: The Lord Is My Savior Luke 2:11|House Lights Media||Out|2.0|4:3|12.99|NR|UNK|Special Interest|1.33:1|855332003119|2013-11-19 00:00:00|255664|2013-11-19 00:00:00|1
Little Busters: The Complete 1st Season|Sentai FilmWorks||Out|SUB|LBX, 16:9|59.98|MA13|2012|Anime|1.78:1|814131013132|2013-11-19 00:00:00|250405|2013-11-19 00:00:00|1
Little Busters: The Complete 1st Season (Blu-ray)|Sentai FilmWorks||Out|SUB|LBX, 16:9, BLU-RAY|69.98|MA13|2012|Anime|1.78:1|814131013040|2013-11-19 00:00:00|250399|2013-11-19 00:00:00|1
Little Dieter Needs To Fly (Old Version)|Anchor Bay||Out|1.0|LBX, 16:9|9.98|NR|1998|Documentary|1.85:1|013131154191|2002-01-08 00:00:00|15146|2013-11-21 00:00:00|1
Little Mermaid II: Return To The Sea / Little Mermaid: Ariel's Beginning|Buena Vista||Out|5.1|LBX, 16:9|29.99|G|VAR|Animation|VAR|786936838213|2013-11-19 00:00:00|251773|2013-11-19 00:00:00|1
Little Mermaid II: Return To The Sea / Little Mermaid: Ariel's Beginning (DVD & Blu-ray Combo)|Buena Vista||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|39.99|G|VAR|Animation|VAR|786936836158|2013-11-19 00:00:00|251757|2013-11-19 00:00:00|1
Little Miss Sunshine|Fox||Out|5.1|4:3 P&S, LBX, 16:9|9.98|R|2006|Comedy|2.35:1|024543403319|2006-12-19 00:00:00|98835|2013-11-21 00:00:00|1
Locals|Anchor Bay||Out|2.0|LBX, 16:9|9.98|NR|2003|Horror|1.85:1|013131288094|2005-02-07 00:00:00|54320|2013-11-21 00:00:00|1
Looking Glass|Brink||Out|2.0|4:3|19.95|NR|2011|Fantasy|1.33:1|187830008052|2013-11-19 00:00:00|252883|2013-11-19 00:00:00|1
Lost Girl: Season 3|FUNimation||Out|5.1|LBX, 16:9|44.98|NR|2012|TV Classics|1.78:1|704400091162|2013-11-19 00:00:00|251477|2013-11-19 00:00:00|1
Lost Girl: Season 3 (Blu-ray)|FUNimation||Out|5.1 TRUEHD|LBX, 16:9, BLU-RAY|49.98|NR|2012|TV Classics|1.78:1|704400091179|2013-11-19 00:00:00|251490|2013-11-19 00:00:00|1
Loveholic (Asian Media Rights)|Asian Media Rights||Out|SUB|4:3|16.95|NR|2009|Foreign|1.33:1|760137581192|2013-11-19 00:00:00|247150|2013-11-19 00:00:00|1
Lucero: Lucero En Concierto (DVD/CD Combo)|Universal Music Latino||Out|2.0|4:3|12.98|NR|UNK|Music|1.33:1|602537596003|2013-11-19 00:00:00|254432|2013-11-19 00:00:00|1
Lucia, Lucia (Special Edition)|Fox||Out|5.1|4:3 P&S, LBX|9.98|R|2003|Comedy/Drama|1.85:1|024543105558|2004-01-13 00:00:00|35236|2013-11-21 00:00:00|1
Mac Dre: From The Ground Up|Thizz Entertainment|2013-12-17 00:00:00|Pending|2.0|4:3|16.98|NR|UNK|Music|1.33:1|618763704167|2013-12-17 00:00:00|217770|2013-11-21 00:00:00|1
Mad Max (MGM/UA/ Special Edition/ Old Version)|MGM/UA||Out|5.1|4:3 P&S, LBX, 16:9|14.98|R|1979|Action/Adventure|2.35:1|027616869241|2002-01-01 00:00:00|14363|2013-11-21 00:00:00|1
Mahler: Symphony No. 5: Herbert von Karajan (Audio Only Blu-ray)|Deutsche Grammophon||Out|2.0|4:3, BLU-RAY|24.98|NR|UNK|Music|1.33:1|028947910534|2013-11-19 00:00:00|254093|2013-11-19 00:00:00|1
Make Some Noise: Become The Ultimate DJ (Book w/ DVD-ROM)|Hal Leonard||Out|2.0|4:3|29.99|NR|2013|Special Interest|1.33:1|884088917395|2013-11-19 00:00:00|246810|2013-11-19 00:00:00|1
Making Comprehension Connections: Look, Listen, And Link!: Complete Kit: Grades K-5 (Book w/ DVD)|Shell Education||Cancelled|2.0|4:3|199.99|NR|2008|Special Interest|1.33:1|9781425802639|2008-03-30 00:00:00|256228|2013-11-21 00:00:00|0
Mako Mermaids: An H2O Adventure: Season 1: Island Of Secrets|New Video|2014-02-11 00:00:00|Pending|2.0|4:3|19.95|NR|2013|TV Classics|1.33:1|025192217937|2014-02-11 00:00:00|256084|2013-11-19 00:00:00|0
Mako Mermaids: An H2O Adventure: Season 1: Moon Pool Magic|New Video|2014-02-11 00:00:00|Pending|2.0|4:3|19.95|NR|2013|TV Classics|1.33:1|025192217906|2014-02-11 00:00:00|256061|2013-11-19 00:00:00|0
Man On Fire (Special Edition) / Out Of Time (Double Feature)|Fox||Out|5.1|LBX|19.98|VAR|VAR|Action/Adventure|1.85:1|024543423614|2007-02-06 00:00:00|102599|2013-11-21 00:00:00|1
Man Who Saved Christmas (DVD/CD Combo) / Simply Christmas (Alternate UPC)|Echo Bridge||Discontinued|2.0|LBX|6.99|NR|2002|Family|1.78:1|096009669898|2009-07-28 00:00:00|194655|2013-11-21 00:00:00|1
Manhunt: The Inside Story Of The Hunt For Bin Laden (On Demand DVD-R)|HBO Digital Dist.||Out|2.0|4:3|19.98|NR|2013|Documentary|1.33:1|883316873113|2013-11-19 00:00:00|254158|2013-11-19 00:00:00|1
Maniac Cop 2 (DVD & Blu-ray Combo)|Blue Underground||Out|7.1 DTS-HD|LBX, 16:9, BLU-RAY|29.98|R|1990|Action/Adventure|1.85:1|827058704397|2013-11-19 00:00:00|252002|2013-11-19 00:00:00|1
Maniac Cop 3: Badge Of Silence (Blue Underground/ Collector's Edition/ DVD & Blu-ray Combo)|Blue Underground||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|29.98|NC-17|1993|Action/Adventure|1.85:1|827058704496|2013-11-19 00:00:00|252048|2013-11-19 00:00:00|1
Manna From Heaven|MGM/UA||Out|2.0|LBX|14.98|PG|2002|Comedy|1.85:1|027616928979|2005-07-12 00:00:00|64605|2013-11-21 00:00:00|1
Manufacturing Dissent: Uncovering Michael Moore (Anchor Bay / Starz)|Anchor Bay / Starz||Out|2.0|LBX, 16:9|19.97|R|2007|Documentary|1.85:1|013137700095|2007-11-06 00:00:00|118069|2013-11-21 00:00:00|1
Mars (2010)|Brink||Out|2.0|LBX, 16:9|19.95|NR|2010|Animation|2.35:1|187830004122|2013-11-19 00:00:00|251029|2013-11-19 00:00:00|1
Marvel's Hulk & The Agents Of S.M.A.S.H.: United We Smash|Buena Vista||Postponed|2.0|LBX, 16:9|19.99|NR|UNK|Animation|1.78:1|786936837797|2014-02-11 00:00:00|255037|2013-11-21 00:00:00|1
Mary Magdalene: Close To Jesus|North American Motion Pictures|2014-02-11 00:00:00|Pending|2.0|LBX, 16:9|14.93|NR|2000|Foreign|1.85:1|018713611581|2014-02-11 00:00:00|256100|2013-11-20 00:00:00|0
Master Lighting Guide For Portrait Photographers (Book w/ DVD)|Amherst Media||Out|2.0|4:3|59.95|NR|2013|Special Interest|1.33:1|9781608956777|2013-09-01 00:00:00|256243|2013-11-22 00:00:00|0
Max Milligan: Play Atkins|ArtsmagicDVD||Out|2.0|4:3|17.95|NR|UNK|Special Interest|1.33:1|881482333295|2013-11-19 00:00:00|251180|2013-11-19 00:00:00|1
Me And The Kid|MGM/UA||Out|2.0|4:3|14.98|PG|1993|Family|1.33:1|027616903907|2004-04-06 00:00:00|38510|2013-11-21 00:00:00|1
Me And You And Everyone We Know|MGM/UA||Out|5.1|LBX, 16:9|24.98|R|2005|Comedy|1.85:1|027616122964|2011-09-27 00:00:00|216139|2013-11-21 00:00:00|1
Men's Health: Belly Off Body Weight|Gaiam||Discontinued|2.0|4:3|14.98|NR|2010|Exercise|1.33:1|018713547705|2010-02-09 00:00:00|170505|2013-11-22 00:00:00|1
Men's Health: Belly Off Strength|Gaiam||Discontinued|2.0|4:3|14.98|NR|2010|Exercise|1.33:1|018713547682|2010-02-09 00:00:00|170504|2013-11-22 00:00:00|1
Merlin's Apprentice: The Search For The Holy Grail (Pan & Scan)|Echo Bridge||Discontinued|5.1/DTS|4:3 P&S|6.99|NR|2005|Fantasy|1.33:1|096009420994|2006-03-07 00:00:00|79954|2013-11-21 00:00:00|1
Messianic Signs Of Christ's Return|Questar||Out|2.0|4:3|24.95|NR|UNK|Special Interest|1.33:1|033937081712|2013-11-18 00:00:00|256142|2013-11-20 00:00:00|0
Microsoft Visual Basic 2008: Paso A Paso (Book w/ DVD)|Anaya Multimedia||Out|2.0|4:3|72.95|NR|2009|Special Interest|1.33:1|9788441524484|2009-07-25 00:00:00|256232|2013-11-21 00:00:00|0
Midsummer Night's Dream (1999/ Dir. by Michael Hoffman)|Fox||Out|5.1|LBX|9.98|PG-13|1999|Comedy|2.35:1|086162123085|2001-01-25 00:00:00|3870|2013-11-21 00:00:00|1
Mike Epps: Under Rated, Never Faded & X Rated|Salient Media||Out|2.0|LBX|6.95|NR|UNK|Comedy|1.85:1|883476011875|2009-11-10 00:00:00|165773|2013-11-21 00:00:00|1
Mindless Self Indulgence: Our Pain Your Gain|Metropolis Records||Out|2.0|4:3|19.99|NR|UNK|Music|1.33:1|782388050791|2007-09-11 00:00:00|118362|2013-11-21 00:00:00|1
Minority Report (Widescreen)|DreamWorks Animated||Out|5.1/DTS|LBX, 16:9|6.22|PG-13|2002|SciFi|2.35:1|032429145529|2013-11-24 00:00:00|251989|2013-11-19 00:00:00|1
Minute To Pray, A Second To Die|MGM/UA||Out|1.0|LBX|14.98|R|1968|Western|1.85:1|027616905789|2004-05-25 00:00:00|39301|2013-11-21 00:00:00|1
Miracle On 34th Street (1947)|Fox||Out|2.0|4:3|14.98|NR|1947|Family|1.33:1|024543013624|2005-10-18 00:00:00|202855|2013-11-21 00:00:00|1
Miracle On 34th Street (1947/ Old Version)|Fox||Out|1.0|4:3|14.98|NR|1947|Family|1.33:1|086162127557|1999-10-05 00:00:00|15600|2013-11-21 00:00:00|1
Miracle Worker (1962)|MGM/UA||Out|1.0|LBX|14.98|NR|1962|Drama|1.66:1|027616858986|2001-03-06 00:00:00|9782|2013-11-21 00:00:00|1
Miss Julie (1999)|MGM/UA||Out|5.1|LBX|9.98|R|1999|Drama|1.85:1|027616843227|2000-05-30 00:00:00|3903|2013-11-21 00:00:00|1
Mississippi Gridiron Gold|Frasco Films||Out|2.0|LBX, 16:9|14.95|NR|UNK|Sports|1.78:1|884501940689|2013-11-19 00:00:00|251025|2013-11-19 00:00:00|1
Mississippi Gridiron Gold (Blu-ray)|Frasco Films||Out|2.0|LBX, 16:9, BLU-RAY|24.95|NR|UNK|Sports|1.78:1|884501940696|2013-11-19 00:00:00|251038|2013-11-19 00:00:00|1
Mister Rogers' Neighborhood: What Do You Do With The Mad That You Feel (w/ Toy)|Anchor Bay||Out|2.0|4:3|14.98|NR|UNK|Family|1.33:1|013131374599|2006-03-14 00:00:00|78292|2013-11-21 00:00:00|1
Mo'Nique: I Coulda Been Your Cellmate!|Code Black Entertainment||Out|2.0|4:3|6.95|NR|2007|Comedy|1.33:1|855280001649|2007-04-03 00:00:00|104059|2013-11-21 00:00:00|1
Moby Dick (1956)|MGM/UA||Out|1.0|4:3|14.98|NR|1956|Drama|1.33:1|027616862945|2001-06-19 00:00:00|10693|2013-11-21 00:00:00|1
Momo: The Sam Giancana Story|Terra||Out|2.0|LBX, 16:9|19.98|NR|2011|Documentary|1.85:1|684457892526|2013-11-19 00:00:00|255641|2013-11-19 00:00:00|1
Motivation|Music Video Distributors||Out|2.0|4:3|19.95|NR|2013|Special Interest|1.33:1|766150199949|2013-11-19 00:00:00|252951|2013-11-19 00:00:00|1
Moulin Rouge! (2001/ 1-Disc Special Edition/ English/ Spanish Version/ Old Version)|Fox||Out|5.1/DTS|LBX, 16:9|9.98|PG-13|2001|Musical|2.35:1|024543057659|2002-12-17 00:00:00|23622|2013-11-21 00:00:00|1
Move On: When Mercy Meets Your Mess|Thomas Nelson|2014-08-05 00:00:00|Pending|2.0|4:3|26.99|NR|2014|Special Interest|1.33:1|9780849960161|2014-08-05 00:00:00|255099|2013-11-22 00:00:00|1
Move On: When Mercy Meets Your Mess: Study Guide (Book w/ DVD)|Thomas Nelson|2014-08-05 00:00:00|Pending|2.0|4:3|36.99|NR|2014|Special Interest|1.33:1|9780849960055|2014-08-05 00:00:00|256168|2013-11-21 00:00:00|0
Much Ado About Nothing (1993 / MGM/UA)|MGM/UA||Out|SUR|LBX, 16:9|9.98|PG-13|1993|Comedy|1.85:1|027616869548|2003-01-07 00:00:00|23869|2013-11-21 00:00:00|1
Muscloskeletal Cytohistory (Book w/ DVD)|Cambridge University Press||Out|2.0|4:3|186|NR|2012|Special Interest|1.33:1|9781107014053|2012-03-26 00:00:00|225996|2013-11-21 00:00:00|1
Musical iPad: Performing, Creating, And Learning Music On Your iPad (Book w/ DVD)|Hal Leonard||Out|2.0|4:3|19.99|NR|2013|Special Interest|1.33:1|884088907549|2013-11-19 00:00:00|243968|2013-11-19 00:00:00|1
My Big Fat Independent Movie|Anchor Bay||Out|2.0|4:3 P&S|9.98|R|2005|Comedy|1.33:1|013131420098|2006-01-24 00:00:00|74142|2013-11-21 00:00:00|1
My Bodyguard (SensorMatic)|Fox||Out|SUR|4:3 P&S, LBX|9.98|PG|1980|Drama|1.85:1|024543029175|2005-07-11 00:00:00|121167|2013-11-21 00:00:00|1
My Life In Ruins|Fox||Out|5.1|LBX, 16:9|9.98|PG-13|2009|Comedy|1.85:1|024543602347|2009-10-06 00:00:00|166037|2013-11-21 00:00:00|1
My Little: Pony Friendship Is Magic: A Pony For Every Season|Shout! Factory||Out|2.0|LBX, 16:9|14.97|NR|UNK|Family|1.78:1|826663145199|2013-11-19 00:00:00|251018|2013-11-19 00:00:00|1
My Uncle The Alien|Trinity Home Entertainment||Discontinued|2.0|4:3|7.99|PG|1996|Family|1.33:1|692865359333|2006-05-30 00:00:00|81899|2013-11-21 00:00:00|1
Mysteries Of The Bible: The Bible's Greatest Heroes|A&E Video||Out|2.0|4:3|19.98|NR|2001|Documentary|1.33:1|733961702989|2001-08-28 00:00:00|12680|2013-11-22 00:00:00|1
Mysterious Island (2005/ Echo Bridge/ Pan & Scan)|Echo Bridge||Discontinued|2.0|4:3 P&S|6.99|NR|2005|SciFi|1.33:1|096009420598|2006-01-03 00:00:00|76591|2013-11-21 00:00:00|1
Myth Of The Ethical Consumer (Book w/ DVD)|Cambridge University Press||Out|2.0|4:3|108|NR|2010|Special Interest|1.33:1|9780521766944|2010-09-30 00:00:00|190715|2013-11-21 00:00:00|1
Myth Of The Ethical Consumer (Paperback Book w/ DVD)|Cambridge University Press||Out|2.0|4:3|43|NR|2010|Special Interest|1.33:1|9780521747554|2010-09-30 00:00:00|190699|2013-11-21 00:00:00|1
Napoleon Dynamite (Blu-ray)|Fox||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|16.99|PG|2004|Comedy|1.85:1|024543563594|2009-02-03 00:00:00|148399|2013-11-21 00:00:00|1
National Geographic: American Blackout|National Geographic Video|2014-02-04 00:00:00|Pending|2.0|4:3|19.97|NR|2013|Documentary|1.33:1|727994755692|2014-02-04 00:00:00|256149|2013-11-20 00:00:00|0
National Geographic: Appalachian Trail (On Demand DVD-R)|National Geographic Video||Out|2.0|LBX, 16:9|19.93|NR|2009|Documentary|1.78:1|727994952404|2010-12-08 00:00:00|256063|2013-11-19 00:00:00|0
National Geographic: Ballad Of The Irish Horse (On Demand DVD-R)|National Geographic Video||Out|2.0|LBX, 16:9|19.93|NR|1985|Documentary|1.78:1|727994950097|2010-12-08 00:00:00|256071|2013-11-19 00:00:00|0
National Geographic: Dangerous Encounters: Backyard Monsters (On Demand DVD-R)|National Geographic Video||Out|2.0|LBX, 16:9|23.95|NR|UNK|Documentary|1.78:1|727994955498|2012-12-21 00:00:00|256069|2013-11-19 00:00:00|0
National Geographic: Escaping The Great White (On Demand DVD-R)|National Geographic Video||Out|2.0|LBX, 16:9|19.93|NR|2010|Documentary|1.78:1|727994953005|2010-12-08 00:00:00|256062|2013-11-19 00:00:00|0
National Geographic: Great White Shark: Truth Behind The Legend (On Demand DVD-R)|National Geographic Video||Out|2.0|LBX, 16:9|19.93|NR|UNK|Documentary|1.78:1|727994950189|2010-12-08 00:00:00|256072|2013-11-19 00:00:00|0
National Geographic: Incredible Dr. Pol: Season 2 (On Demand DVD-R)|National Geographic Video||Out|2.0|LBX, 16:9|45.95|NR|2012|Documentary|1.78:1|727994955641|2013-11-15 00:00:00|256064|2013-11-19 00:00:00|0
National Geographic: Inside Death Row (On Demand DVD-R)|National Geographic Video||Out|2.0|LBX, 16:9|19.93|NR|2009|Documentary|1.78:1|727994952176|2010-12-08 00:00:00|256073|2013-11-19 00:00:00|0
National Geographic: Maya Underworld: The Real Doomsday (On Demand DVD-R)|National Geographic Video||Out|2.0|LBX, 16:9|19.93|NR|2012|Documentary|1.78:1|727994955863|2013-01-31 00:00:00|256082|2013-11-19 00:00:00|0
National Geographic: Miracle On The Hudson|National Geographic Video|2014-03-18 00:00:00|Pending|2.0|4:3|19.97|NR|UNK|Documentary|1.33:1|727994755661|2014-03-18 00:00:00|256252|2013-11-22 00:00:00|0
National Geographic: Pacific Crest Trail (On Demand DVD-R)|National Geographic Video||Out|2.0|LBX, 16:9|19.93|NR|2010|Documentary|1.78:1|727994953111|2010-12-08 00:00:00|256091|2013-11-20 00:00:00|0
National Geographic: Phantom Cat (On Demand DVD-R)|National Geographic Video||Out|2.0|LBX, 16:9|19.93|NR|UNK|Documentary|1.78:1|727994956396|2013-07-24 00:00:00|256138|2013-11-20 00:00:00|0
National Geographic: Prehistoric Predators: Monster Shark (On Demand DVD-R)|National Geographic Video||Out|2.0|LBX, 16:9|19.93|NR|2007|Documentary|1.78:1|727994952572|2010-12-08 00:00:00|256096|2013-11-20 00:00:00|0
National Geographic: Pricing The Priceless (On Demand DVD-R)|National Geographic Video||Out|2.0|LBX, 16:9|19.93|NR|UNK|Documentary|1.78:1|727994954675|2013-02-12 00:00:00|256131|2013-11-20 00:00:00|0
National Geographic: Prison Women (On Demand DVD-R)|National Geographic Video||Out|2.0|LBX, 16:9|19.93|NR|2011|Documentary|1.78:1|727994954873|2013-02-12 00:00:00|256097|2013-11-20 00:00:00|0
National Geographic: Psychic Gold Hunt (On Demand DVD-R)|National Geographic Video||Out|2.0|LBX, 16:9|19.93|NR|2011|Documentary|1.78:1|727994954811|2013-02-12 00:00:00|256113|2013-11-20 00:00:00|0
National Geographic: Reflections On Elephants (On Demand DVD-R)|National Geographic Video||Out|2.0|LBX, 16:9|19.93|NR|1994|Documentary|1.78:1|727994952091|2010-12-08 00:00:00|256094|2013-11-20 00:00:00|0
National Geographic: Return Of Clouded Leopards (On Demand DVD-R)|National Geographic Video||Out|2.0|LBX, 16:9|19.93|NR|2011|Documentary|1.78:1|727994955078|2013-01-31 00:00:00|256109|2013-11-20 00:00:00|0
National Geographic: Rocket City Rednecks: Season 1 (On Demand DVD-R)|National Geographic Video||Out|2.0|LBX, 16:9|23.95|NR|2011|Documentary|1.78:1|727994954460|2013-02-12 00:00:00|256057|2013-11-19 00:00:00|0
National Geographic: Rocket City Rednecks: Season 2 (On Demand DVD-R)|National Geographic Video||Out|2.0|LBX, 16:9|23.95|NR|2012|Documentary|1.78:1|727994955931|2013-03-14 00:00:00|256076|2013-11-19 00:00:00|0
National Geographic: Science Of Babies (On Demand DVD-R)|National Geographic Video||Out|2.0|LBX, 16:9|19.93|NR|2007|Documentary|1.78:1|727994950929|2010-12-08 00:00:00|256132|2013-11-20 00:00:00|0
National Geographic: Search For The Greatest Polar Explorer (On Demand DVD-R)|National Geographic Video||Out|2.0|LBX, 16:9|19.93|NR|UNK|Documentary|1.78:1|727994954651|2013-02-12 00:00:00|256127|2013-11-20 00:00:00|0
National Geographic: Secret History Atom Bomb (On Demand DVD-R)|National Geographic Video||Out|2.0|LBX, 16:9|19.93|NR|UNK|Documentary|1.78:1|727994953463|2013-02-12 00:00:00|256085|2013-11-19 00:00:00|0
National Geographic: Secret History UFOs (On Demand DVD-R)|National Geographic Video||Out|2.0|LBX, 16:9|19.93|NR|UNK|Documentary|1.78:1|727994955337|2012-12-21 00:00:00|256060|2013-11-19 00:00:00|0
National Geographic: Secret Service Files: Protectiing The President (On Demand DVD-R)|National Geographic Video||Out|2.0|LBX, 16:9|19.93|NR|UNK|Documentary|1.78:1|727994956051|2013-03-14 00:00:00|256134|2013-11-20 00:00:00|0
National Geographic: Secret Weapon Of The Confederacy (On Demand DVD-R)|National Geographic Video||Out|2.0|LBX, 16:9|19.93|NR|2011|Documentary|1.78:1|727994955238|2013-02-12 00:00:00|256105|2013-11-20 00:00:00|0
National Geographic: Shark Island (On Demand DVD-R)|National Geographic Video||Out|2.0|LBX, 16:9|19.93|NR|UNK|Documentary|1.78:1|727994952862|2010-12-08 00:00:00|256114|2013-11-20 00:00:00|0
National Geographic: Shark Men: Season 3 (On Demand DVD-R)|National Geographic Video||Out|2.0|LBX, 16:9|29.93|NR|2012|Documentary|1.78:1|727994955009|2013-01-18 00:00:00|256056|2013-11-19 00:00:00|0
