DVD_Title|Studio|Released|Status|Sound|Versions|Price|Rating|Year|Genre|Aspect|UPC|DVD_ReleaseDate|ID|Timestamp|Updated
George Thorogood & The Destroyers: Live At Montreux 2013 (Blu-ray)|Eagle Vision||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|19.98|NR|2013|Music|1.78:1|801213348190|2013-11-19 00:00:00|253389|2013-11-19 00:00:00|1
Getaway (2013 w/ Digital Copy)|Warner Brothers|2013-11-26 00:00:00|Pending|5.1|LBX, 16:9|28.98|PG-13|2013|Action/Adventure|2.35:1|883929318667|2013-11-26 00:00:00|253633|2013-11-21 00:00:00|1
Ghost Adventures (2008): Season 5|Travel Channel|2014-02-25 00:00:00|Pending|2.0|LBX, 16:9|29.93|NR|2011|TV Classics|1.78:1|018713611796|2014-02-25 00:00:00|256090|2013-11-20 00:00:00|0
Ghost In The Shell: Solid State Society|Bandai Entertainment||Out|SUB|LBX, 16:9|14.98|MA15|2006|Anime|1.85:1|669198251702|2007-07-03 00:00:00|111181|2013-11-21 00:00:00|1
Ghost In The Shell: Stand Alone Complex: 1st Season, Vol. 7 (Limited Edition)|Bandai Entertainment||Out|SUB|LBX, 16:9|49.98|MA13|2002|Anime|1.85:1|669198252266|2005-07-26 00:00:00|51815|2013-11-21 00:00:00|1
Ghost In The Shell: Stand Alone Complex: 2nd GIG, Vol. 7|Bandai Entertainment||Out|SUB|LBX, 16:9|14.98|MA13|2003|Anime|1.85:1|669198252136|2006-09-26 00:00:00|89731|2013-11-21 00:00:00|1
Ghosts Of Mars (Special Edition) / Vampires (Special Edition)|Columbia/Tri-Star||Discontinued|5.1|LBX, 16:9|26.99|R|VAR|SciFi|VAR|043396096882|2002-10-15 00:00:00|20660|2013-11-21 00:00:00|1
Gianmaria Testa: Men At Work: Live (DVD/CD Combo)|Chant Du Monde||Out|2.0|4:3|37.98|NR|UNK|Music|1.33:1|3149024228223|2013-11-19 00:00:00|255770|2013-11-19 00:00:00|1
Globehunters: Around The World In 80 Days (MGM/UA)|MGM/UA||Out|2.0|4:3|9.94|GA|2002|Animation|1.33:1|027616889362|2003-08-05 00:00:00|29513|2013-11-21 00:00:00|1
Good Boy! (Widescreen/ Special Edition)|MGM/UA||Out|5.1|LBX, 16:9|14.98|PG|2003|Family|1.85:1|883904249795|2011-09-27 00:00:00|216057|2013-11-21 00:00:00|1
Good Thief (Special Edition)|Fox||Out|5.1|4:3 P&S, LBX, 16:9|5.98|R|2002|Drama|1.85:1|024543085409|2003-08-19 00:00:00|29516|2013-11-21 00:00:00|1
Good Wife (1987)|MGM/UA||Out|SUR|LBX, 16:9|14.98|R|1987|Drama|1.85:1|027616869432|2001-12-26 00:00:00|14320|2013-11-21 00:00:00|1
Good, The Bad And The Ugly|MGM/UA||Out|1.0|LBX, 16:9|14.98|R|1966|Western|2.35:1|027616672926|2001-06-05 00:00:00|2531|2013-11-21 00:00:00|1
Good, The Bad And The Ugly (Blu-ray)|MGM/UA||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|19.99|R|1966|Western|2.35:1|883904242987|2011-05-10 00:00:00|202333|2013-11-21 00:00:00|1
Good, The Bad And The Ugly (Blu-ray/ Old Version)|MGM/UA||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|24.99|R|1966|Western|2.35:1|883904140917|2009-05-12 00:00:00|157812|2013-11-21 00:00:00|1
Good, The Bad And The Ugly (Collector's Edition)|MGM/UA||Out|5.1|LBX, 16:9|14.98|R|1966|Western|2.35:1|027616078537|2007-06-05 00:00:00|108517|2013-11-21 00:00:00|1
Good, The Bad And The Ugly (Collector's Edition/ 2-Disc)|MGM/UA||Out|5.1|LBX, 16:9|14.98|NR|1966|Western|2.35:1|027616905727|2004-05-18 00:00:00|39278|2013-11-21 00:00:00|1
Gordon Glass|Melee Entertainment||Out|2.0|LBX|6.95|NR|2007|Comedy|1.85:1|898842000971|2011-07-12 00:00:00|204092|2013-11-21 00:00:00|1
Gordon Lightfoot: Greatest Hits Live|IMV / Blueline||Cancelled|2.0|4:3|17.95|NR|UNK|Music|1.33:1|5883007136232|2013-12-03 00:00:00|246652|2013-11-21 00:00:00|1
Gourds: All The Labor: The Story Of The Gourds|High Plains Films||Out|2.0|4:3|19.95|NR|2013|Music|1.33:1|760137604495|2013-11-19 00:00:00|251043|2013-11-19 00:00:00|1
Grand (2007/ Old Version)|Anchor Bay||Out|5.1|LBX, 16:9|14.98|R|2007|Comedy|1.85:1|013131550993|2008-06-10 00:00:00|131098|2013-11-21 00:00:00|1
Great American Westerns, Vol. 07: Bud Spencer: Boot Hill / The Brothers O'Toole / Gone With The West / The Gunfighters / ...|Platinum||Discontinued|2.0|4:3|7.99|NR|VAR|Western|1.33:1|096009102197|2004-03-02 00:00:00|40920|2013-11-21 00:00:00|1
Great Bikini Bowling Bash|Retromedia|2014-01-21 00:00:00|Pending|2.0|LBX, 16:9|19.99|NR|UNK|Comedy|1.85:1|802993215702|2014-01-21 00:00:00|255419|2013-11-20 00:00:00|1
Great White Hope|Fox||Discontinued|1.0|4:3 P&S, LBX, 16:9|14.98|PG-13|1970|Drama|2.35:1|024543104667|2005-01-11 00:00:00|52440|2013-11-22 00:00:00|1
Grounded For Life (Anchor Bay): Season 2|Anchor Bay||Out|2.0|4:3|29.98|NR|2001|TV Classics|1.33:1|013131378092|2006-05-16 00:00:00|81464|2013-11-21 00:00:00|1
Guerilla Art (Book w/ DVD)|Laurence King Publishing||Out|2.0|4:3|19.95|NR|2009|Special Interest|1.33:1|9781856695930|2009-04-22 00:00:00|256284|2013-11-22 00:00:00|0
Guitar Play-Along, Vol. 42: T-Bone Walker|Hal Leonard||Out|2.0|4:3|16.99|NR|2013|Special Interest|1.33:1|884088673949|2013-11-19 00:00:00|255744|2013-11-19 00:00:00|1
Guitar World: In Deep With The Major Modes: The Ultimate DVD Guide|Alfred Publishing||Out|2.0|4:3|14.99|NR|2013|Special Interest|1.33:1|038081470290|2013-10-01 00:00:00|256236|2013-11-22 00:00:00|0
Guitarist's Guide To Music Reading: Bridging The Gap Between The Neck And Notation (Book w/ DVD)|Hal Leonard||Out|2.0|4:3|19.99|NR|2013|Special Interest|1.33:1|884088591564|2013-11-21 00:00:00|255143|2013-11-19 00:00:00|1
Gunfight At The O.K. Corral (Warner Brothers/ Blu-ray)|Warner Brothers|2014-03-11 00:00:00|Pending|1.0 DTS-HD|LBX, 16:9, BLU-RAY|19.98|NR|1957|Western|2.35:1|883929343997|2014-03-11 00:00:00|256165|2013-11-21 00:00:00|0
Guy Clark: Live From Dixie's Bar & Bus Stop|May6 Entertainment||Out|2.0|4:3|24.98|NR|UNK|Music|1.33:1|020286215035|2013-11-25 00:00:00|254681|2013-11-19 00:00:00|1
Hair Transplantation: The Art Of Micrografting And Minigrafting (Book w/ DVD)|CRC Press||Out|2.0|4:3|325|NR|2013|Special Interest|1.33:1|9781576263723|2013-11-20 00:00:00|254806|2013-11-19 00:00:00|1
Halloween (1978/ 25th Anniversary 2-Disc Set/ Special Edition)|Anchor Bay||Out|5.1|LBX, 16:9|29.97|R|1978|Horror|1.85:1|013131228496|2003-08-05 00:00:00|28861|2013-11-21 00:00:00|1
Halloween: 30th Anniversary Commemorative Set: Halloween (1978/ DVD & Blu-ray Combo) / Halloween IV / Halloween 5 / ...|Anchor Bay||Out|5.1|LBX, 16:9, BLU-RAY|89.97|VAR|VAR|Horror|1.85:1|013131594492|2008-10-14 00:00:00|141274|2013-11-21 00:00:00|1
Handbook Of Modern Ion Beam Materials Analysis (Book w/ DVD)|Materials Research Society||Out|2.0|4:3|169|NR|2009|Special Interest|1.33:1|9781605112152|2009-12-01 00:00:00|222261|2013-11-21 00:00:00|1
Handbook Of Modern Ion Beam Materials Analysis (Book w/ DVD/ Alternate ISBN)|Materials Research Society||Out|2.0|4:3|281|NR|2009|Special Interest|1.33:1|9781605112176|2010-03-01 00:00:00|213973|2013-11-21 00:00:00|1
Hannah Arendt|Zeitgeist||Out|2.0|LBX, 16:9|29.99|NR|2012|Drama|1.85:1|795975115636|2013-11-19 00:00:00|251461|2013-11-19 00:00:00|1
Hannah Arendt (Blu-ray)|Zeitgeist||Out|2.0|LBX, 16:9, BLU-RAY|34.99|NR|2012|Drama|1.85:1|795975115735|2013-11-19 00:00:00|251505|2013-11-19 00:00:00|1
Happy Feet (Widescreen) / Happy Feet Two|Warner Brothers||Out|VAR|LBX, 16:9|19.94|PG|VAR|Animation|VAR|883929351312|2013-11-19 00:00:00|251651|2013-11-19 00:00:00|1
Happy Hell Night|Anchor Bay||Out|2.0|LBX, 16:9|9.98|NR|1992|Horror|1.85:1|013131278897|2004-08-03 00:00:00|45000|2013-11-21 00:00:00|1
Harvesting The High Plains|PBS||Out|2.0|LBX, 16:9|24.99|NR|2012|Documentary|1.78:1|841887019989|2013-11-19 00:00:00|252113|2013-11-19 00:00:00|1
Hatari (Warner Brothers/ Blu-ray)|Warner Brothers|2014-03-11 00:00:00|Pending|1.0 DTS-HD|LBX, 16:9, BLU-RAY|19.98|NR|1962|Action/Adventure|1.85:1|883929389490|2014-03-11 00:00:00|256196|2013-11-21 00:00:00|0
Hatchet (R-Rated Version)|Anchor Bay||Out|5.1|LBX, 16:9|14.98|R|2006|Horror|1.85:1|013131563092|2007-12-18 00:00:00|124107|2013-11-21 00:00:00|1
Having A Mary Heart Participant's Guide (Book w/ DVD)|WaterBrook Multnomah||Out|2.0|4:3|34.99|NR|2013|Special Interest|1.33:1|9780307731593|2013-11-19 00:00:00|236574|2013-11-19 00:00:00|1
Heavy Petting (2007)|Anchor Bay||Out|2.0|4:3|9.98|NR|2007|Comedy|1.33:1|013137011191|2008-07-15 00:00:00|136015|2013-11-21 00:00:00|1
Helene Grimaud: Credo (Audio Only Blu-ray)|Deutsche Grammophon||Out|2.0|4:3, BLU-RAY|24.98|NR|UNK|Music|1.33:1|028947910558|2013-11-19 00:00:00|254122|2013-11-19 00:00:00|1
Hellhole: Inmate 611|Switchblade Pictures||Out|SUB|LBX, 16:9|19.98|NR|2007|Foreign|1.85:1|814131019035|2013-11-19 00:00:00|250403|2013-11-19 00:00:00|1
Hellion: The Devil's Playground (Fox)|Fox||Out|2.0|4:3|9.98|R|2002|Horror|1.33:1|024543084129|2003-09-02 00:00:00|31900|2013-11-21 00:00:00|1
Hellraiser (Anchor Bay/ 20th Anniversary Edition)|Anchor Bay / Starz||Out|5.1|LBX, 16:9|14.98|R|1987|Horror|1.85:1|013131413694|2007-10-23 00:00:00|118184|2013-11-21 00:00:00|1
Hendrix (Fox) / Mama, I Want To Sing!|Fox|2014-01-21 00:00:00|Pending|VAR|VAR|14.98|VAR|VAR|VAR|VAR|024543931379|2014-01-21 00:00:00|256241|2013-11-22 00:00:00|0
Hendrix (MGM/UA)|MGM/UA||Out|2.0|4:3|9.98|R|2000|Drama|1.33:1|027616858450|2002-06-04 00:00:00|10086|2013-11-22 00:00:00|1
Here's Edie: The Edie Adams Television Collection|Music Video Distributors||Out|2.0|4:3|49.95|NR|VAR|TV Classics|1.33:1|760137592099|2013-11-19 00:00:00|250988|2013-11-19 00:00:00|1
History Channel Presents: History's Mysteries: Amityville: Horror Or Hoax? (A&E Direct/ On Demand DVD-R)|A&E Video||Out|2.0|4:3|24.95|NR|2000|Documentary|1.33:1|733961734140|2009-05-19 00:00:00|256206|2013-11-21 00:00:00|0
History Of The TT: 1907-2013|Duke Video||Out|2.0|4:3|19.95|NR|2013|Sports|1.33:1|5017559121167|2013-11-19 00:00:00|252917|2013-11-19 00:00:00|1
Hitchcock (2012/ Rental Ready)|Fox||Out|5.1|LBX, 16:9|29.98|PG-13|2012|Drama|2.35:1|024543829478|2013-03-12 00:00:00|242588|2013-11-21 00:00:00|1
Hitler & The Holocaust: Wounds Of War: Prisoner Of Paradise / Regeneration / Passchendaele / The Struma|Echo Bridge|2014-01-07 00:00:00|Pending|2.0|LBX, 16:9|9.99|VAR|VAR|VAR|1.85:1|096009140946|2014-01-07 00:00:00|255049|2013-11-21 00:00:00|1
Hobo's Christmas (Echo Bridge/ DVD/CD Combo 'Christmas Magic')|Echo Bridge||Discontinued|2.0|4:3|6.99|NR|1987|Drama|1.33:1|096009948290|2010-07-13 00:00:00|182215|2013-11-21 00:00:00|1
Holiday To Remember (Echo Bridge/ DVD/CD Combo 'Greatest Christmas Collection, Vol. 3')|Echo Bridge||Discontinued|2.0|4:3|6.99|NR|1995|Drama|1.33:1|096009724191|2011-09-13 00:00:00|212663|2013-11-21 00:00:00|1
Holy Mountain (1973/ Blu-ray)|Anchor Bay||Out|5.1|LBX, 16:9, BLU-RAY|19.99|NR|1973|Action/Comedy|1.66:1|013132328096|2011-04-26 00:00:00|198406|2013-11-21 00:00:00|1
Home (2009)|Fox||Out|5.1|LBX, 16:9|14.98|NR|2009|Documentary|1.85:1|024543613336|2009-06-05 00:00:00|159229|2013-11-21 00:00:00|1
Honeymooners (1955/ Paramount): Classic 39 Episodes|Paramount|2014-03-18 00:00:00|Pending|2.0|4:3|129.99|NR|VAR|TV Classics|1.33:1|032429135162|2014-03-18 00:00:00|250425|2013-11-21 00:00:00|1
Hope And Glory|MGM/UA||Out|1.0|LBX|14.98|PG-13|1987|Drama|1.66:1|027616862792|2001-06-05 00:00:00|10688|2013-11-21 00:00:00|1
Horror At 37,000 Feet|Paramount|2014-03-18 00:00:00|Pending|2.0|4:3|19.99|NR|1973|Horror|1.33:1|097368058149|2014-03-18 00:00:00|256210|2013-11-21 00:00:00|0
Horror At 37,000 Feet (Checkpoint)|Paramount|2014-03-18 00:00:00|Pending|2.0|4:3|19.99|NR|1973|Horror|1.33:1|097368058125|2014-03-18 00:00:00|256221|2013-11-21 00:00:00|0
Horror Collector's Set, Vol. 8: The Fear Chamber / Passed The Door Of Darkness / Marked / Skeleton Man|Echo Bridge||Discontinued|2.0|LBX|9.99|NR|VAR|Horror|1.85:1|096009945596|2010-07-06 00:00:00|184193|2013-11-21 00:00:00|1
Horton Hears A Who! (2008) / Toys / Mr. Magorium's Wonder Emporium (Widescreen)|Fox||Out|5.1|4:3 P&S, LBX|22.98|VAR|VAR|Family|1.85:1|024543663577|2010-04-06 00:00:00|176573|2013-11-21 00:00:00|1
Hotel Rwanda|MGM/UA||Out|5.1|LBX, 16:9|14.98|PG-13|2004|Drama|1.85:1|027616925121|2005-04-12 00:00:00|60158|2013-11-21 00:00:00|1
House Hunters Renovation: Season 1|HGTV|2014-03-18 00:00:00|Pending|2.0|4:3|29.93|NR|2013|TV Classics|1.33:1|018713611789|2014-03-18 00:00:00|256246|2013-11-22 00:00:00|0
House Of Versace|A&E Video|2014-02-04 00:00:00|Pending|2.0|4:3|14.98|NR|2013|Drama|1.33:1|031398184362|2014-02-04 00:00:00|256215|2013-11-21 00:00:00|0
House On Skull Mountain / Mephisto Waltz|Fox||Out|2.0|4:3|14.98|VAR|VAR|Horror|1.33:1|024543459705|2007-09-11 00:00:00|115167|2013-11-21 00:00:00|1
How Green Was My Valley (Special Edition)|Fox||Out|1.0|4:3|14.98|NR|1941|Drama|1.33:1|024543060734|2003-01-14 00:00:00|24119|2013-11-21 00:00:00|1
How The Toys Saved Christmas (Miramax Echo Bridge/ DVD/CD Combo 'Christmas Magic')|Miramax Echo Bridge||Discontinued|2.0|4:3|6.99|NR|1996|Animation|1.33:1|096009734992|2011-09-13 00:00:00|212664|2013-11-21 00:00:00|1
How To Draw Landscapes|North Light Books|2013-11-29 00:00:00|Pending|2.0|4:3|24.99|NR|2013|Special Interest|1.33:1|9781440334184|2013-11-29 00:00:00|246994|2013-11-22 00:00:00|1
How To Draw Textures|North Light Books|2013-11-29 00:00:00|Pending|2.0|4:3|24.99|NR|2013|Special Interest|1.33:1|9781440334177|2013-11-29 00:00:00|246997|2013-11-22 00:00:00|1
Hunters (2013/ Rental Ready)|ARC Entertainment||Out|2.0|LBX, 16:9|20.99|PG|2013|Action/Adventure|1.78:1|796019827553|2013-11-19 00:00:00|250785|2013-11-19 00:00:00|1
I Am ZoZo|Image||Out|5.1|LBX, 16:9|27.97|NR|2012|Horror|1.78:1|014381962529|2013-11-19 00:00:00|251657|2013-11-19 00:00:00|1
I Inside (Miramax)|Miramax||Discontinued|5.1|LBX, 16:9|14.99|R|2004|SciFi|1.85:1|786936275308|2005-03-08 00:00:00|55519|2013-11-21 00:00:00|1
I Love Lucy: The Complete 1st Season (Blu-ray)|Paramount|2014-03-18 00:00:00|Pending|2.0|4:3, BLU-RAY|129.99|NR|1951|TV Classics|1.33:1|032429145017|2014-03-18 00:00:00|256166|2013-11-21 00:00:00|0
I Ride: The Story Of America's Biker Culture|Big V Entertainment||Out|2.0|LBX, 16:9|19.99|NR|2008|Documentary|1.85:1|635961309628|2013-11-19 00:00:00|252108|2013-11-19 00:00:00|1
I'll Be Home For Christmas (1997/ Echo Bridge/ DVD/CD Combo 'Home For The Holidays')|Echo Bridge||Discontinued|2.0|4:3|6.99|NR|1997|Drama|1.33:1|096009724290|2011-09-13 00:00:00|212666|2013-11-21 00:00:00|1
Ice Age (Widescreen/ Super Cool Edition)|Fox||Out|5.1|LBX, 16:9|14.98|PG|2002|Animation|1.85:1|024543229087|2006-03-14 00:00:00|78071|2013-11-21 00:00:00|1
Ice Age National|Fox||Out|5.1|4:3|29.98|PG|VAR|Animation|1.33:1|024543378037|2006-11-21 00:00:00|90627|2013-11-21 00:00:00|1
Ice Age: Dawn Of The Dinosaurs (Special Edition) / Scrat Pack (Limited Edition/ Side-By-Side)|Fox||Out|5.1|LBX, 16:9|34.98|PG|2009|Animation|1.85:1|024543625667|2009-10-27 00:00:00|167937|2013-11-21 00:00:00|1
Idaho, The Movie (ESI) / Wildlife Of The West|ESI||Out|2.0|4:3|32.99|NR|VAR|Special Interest|1.33:1|800828347291|2013-11-19 00:00:00|252127|2013-11-19 00:00:00|1
If I'm Lucky|Fox||Out|1.0|4:3|14.98|NR|1946|Musical|1.33:1|024543520054|2008-06-17 00:00:00|132826|2013-11-21 00:00:00|1
Il Volo: Mas Que Amor (DVD/CD Combo)|Universal Music Latino||Out|2.0|4:3|13.98|NR|UNK|Music|1.33:1|602537619092|2013-11-25 00:00:00|255329|2013-11-19 00:00:00|1
Impostors|Fox||Out|SUR|LBX|9.98|R|1998|Comedy|2.35:1|086162000744|2001-01-25 00:00:00|2951|2013-11-21 00:00:00|1
In The Spiders Web|RHI Entertainment||Discontinued|2.0|LBX, 16:9|7.93|NR|2007|Horror|1.85:1|796019806015|2007-11-06 00:00:00|118343|2013-11-21 00:00:00|1
Informant (2012)|Music Box Films||Out|2.0|4:3|29.95|NR|2012|Documentary|1.33:1|741360538351|2013-11-19 00:00:00|251573|2013-11-19 00:00:00|1
Inherit The Wind (1960/ Old Version)|MGM/UA||Out|1.0|LBX|14.98|NR|1960|Drama|1.66:1|027616869388|2001-12-11 00:00:00|13565|2013-11-21 00:00:00|1
Inn Of The Sixth Happiness (Blu-ray)|Fox|2014-02-04 00:00:00|Pending|1.0 DTS-HD|LBX, 16:9, BLU-RAY|24.99|NR|1958|Drama|2.35:1|024543893813|2014-02-04 00:00:00|256247|2013-11-22 00:00:00|0
Intimacy Spa: Sensual Fitness For Couples|BayView Films|2014-01-28 00:00:00|Pending|2.0|4:3|14.99|NR|2014|Exercise|1.33:1|874482005521|2014-01-28 00:00:00|255433|2013-11-20 00:00:00|1
Intimacy Spa: Sensual Massage For Couples|BayView Films|2014-01-28 00:00:00|Pending|2.0|4:3|14.99|NR|2014|Special Interest|1.33:1|874482005514|2014-01-28 00:00:00|255502|2013-11-20 00:00:00|1
Intimacy Spa: Sensual Yoga For Couples|BayView Films|2014-01-28 00:00:00|Pending|2.0|4:3|14.99|NR|2014|Exercise|1.33:1|874482005507|2014-01-28 00:00:00|255424|2013-11-20 00:00:00|1
Investigative Reports: Child Sex Trade (A&E Direct/ On Demand DVD-R)|A&E Video||Out|2.0|4:3|24.98|NR|UNK|Documentary|1.33:1|733961733907|2009-05-19 00:00:00|256161|2013-11-21 00:00:00|0
Is Finance The Sickness Or The Cure: Wiley Wilmott Summit Debate|John Wiley & Sons||Out|2.0|4:3|60|NR|2013|Special Interest|1.33:1|9781118716960|2013-11-25 00:00:00|255104|2013-11-19 00:00:00|1
J'Apprends Le Swahili (Book w/ DVD)|Karthala||Out|2.0|4:3|150|NR|2012|Special Interest|1.33:1|9782811106522|2012-09-15 00:00:00|256287|2013-11-22 00:00:00|0
J-Diggs: Diggs Vision (DVD/CD Combo)|Thizz Entertainment||Out|2.0|4:3|16.98|NR|VAR|Music|1.33:1|618763412062|2013-11-19 00:00:00|237877|2013-11-22 00:00:00|1
Jack Nicholson / Danny Glover / James Earl Jones: Wild Ride / Little Shop Of Horrors / Terror / Deadly Drifter / Blood Tide|Platinum||Discontinued|2.0|4:3|7.99|VAR|VAR|VAR|1.33:1|096009253394|2005-04-05 00:00:00|61637|2013-11-21 00:00:00|1
Jackie Warner: Xtreme Time Saver Training (SGK)|Anchor Bay||Out|2.0|4:3|14.98|NR|UNK|Exercise|1.33:1|013132199993|2010-10-05 00:00:00|187385|2013-11-21 00:00:00|1
Jake And The Never Land Pirates: Jake's Never Land Rescue|Buena Vista||Out|2.0|LBX, 16:9|19.99|NR|UNK|Animation|1.78:1|786936836899|2013-11-19 00:00:00|250606|2013-11-19 00:00:00|1
Jane Doe: How To Fire Your Boss|Echo Bridge||Discontinued|2.0|LBX|6.99|NR|2007|Mystery/Suspense|1.85:1|096009505592|2007-05-08 00:00:00|105893|2013-11-21 00:00:00|1
Jason's Lyric (Fox) / Kingdom Come|Fox|2014-01-21 00:00:00|Pending|VAR|LBX, 16:9|14.98|VAR|VAR|VAR|1.85:1|024543931324|2014-01-21 00:00:00|256257|2013-11-22 00:00:00|0
Javier Perianes: Les Sons Et Les Parfums: Debussy Meets Chopin (DVD/CD Combo)|Harmonia Mundi||Out|2.0|4:3|19.98|NR|UNK|Music|1.33:1|3149020216422|2013-11-19 00:00:00|255771|2013-11-19 00:00:00|1
JFK: The American Experience|PBS||Out|2.0|LBX, 16:9|29.99|NR|2013|Documentary|1.78:1|841887019682|2013-11-19 00:00:00|249754|2013-11-19 00:00:00|1
JFK: The American Experience (Blu-ray)|PBS||Out|2.0|LBX, 16:9, BLU-RAY|34.99|NR|2013|Documentary|1.78:1|841887019699|2013-11-19 00:00:00|249784|2013-11-19 00:00:00|1
Joanie Loves Chachi: The Complete Series|Paramount|2014-02-04 00:00:00|Pending|2.0|4:3|29.99|NR|VAR|TV Classics|1.33:1|097368056244|2014-02-04 00:00:00|255616|2013-11-21 00:00:00|1
Jock Collection (Blu-ray): Rocky / Hoosiers / Dodgeball: A True Underdog Story|MGM/UA||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|49.99|VAR|VAR|VAR|VAR|883904142386|2009-05-12 00:00:00|156320|2013-11-21 00:00:00|1
Joe Bonamassa: Tour De Force Live In London Collection|J&R Adventures||Out|2.0|LBX, 16:9|159.98|NR|UNK|Music|1.78:1|804879444619|2013-11-25 00:00:00|252784|2013-11-19 00:00:00|1
Joe Bonamassa: Tour De Force Live In London Collection (Blu-ray)|J&R Adventures||Out|2.0|LBX, 16:9, BLU-RAY|159.98|NR|UNK|Music|1.78:1|804879444633|2013-11-25 00:00:00|252782|2013-11-19 00:00:00|1
Joey Dunlop: Champion Joey Dunlop|Duke Video||Out|2.0|4:3|19.95|NR|2013|Documentary|1.33:1|5017559120887|2013-11-19 00:00:00|252906|2013-11-19 00:00:00|1
John Scott Whiteley: The Grand Organ Of York Minster|Priory Records||Out|2.0|4:3|44.98|NR|UNK|Music|1.33:1|028612200021|2009-02-10 00:00:00|152965|2013-11-21 00:00:00|1
Johnny Dangerously (SensorMatic)|Fox||Out|2.0|LBX, 16:9|9.98|PG-13|1984|Comedy|1.85:1|024543045885|2002-08-27 00:00:00|106106|2013-11-21 00:00:00|1
Jonas Kaufmann: Wagner (Audio Only Blu-ray)|Decca||Out|2.0|4:3, BLU-RAY|24.98|NR|UNK|Music|1.33:1|028947856788|2013-11-19 00:00:00|254114|2013-11-19 00:00:00|1
Jonathan Winters: Birth Of A Comic Genius|S'More Entertainment||Out|2.0|4:3|9.98|NR|UNK|Documentary|1.33:1|089353717025|2013-11-19 00:00:00|251914|2013-11-19 00:00:00|1
Jormungand: The Complete 2nd Season: Perfect Order (DVD & Blu-ray Combo)|FUNimation|2014-02-18 00:00:00|Pending|SUB|LBX, 16:9, BLU-RAY|64.98|MA17|2012|Anime|1.85:1|704400092138|2014-02-18 00:00:00|256248|2013-11-22 00:00:00|0
Josh Rand: The Sound And The Story|Fret12|2013-11-26 00:00:00|Pending|2.0|4:3|34.95|NR|2013|Special Interest|1.33:1|884088967635|2013-11-26 00:00:00|256087|2013-11-20 00:00:00|0
Journalists Killed In The Line Of Duty|Anchor Bay||Out|2.0|4:3|19.98|NR|UNK|Documentary|1.33:1|013131303193|2005-06-14 00:00:00|63096|2013-11-21 00:00:00|1
Joy Ride 2: Dead Ahead|Fox||Out|5.1|LBX, 16:9|14.98|NR|2008|Thriller|2.35:1|024543530954|2008-10-07 00:00:00|142774|2013-11-21 00:00:00|1
JT: Reflections|Vision Films||Out|5.1|LBX, 16:9|6.99|NR|UNK|Music|1.78:1|687797938794|2013-11-05 00:00:00|251507|2013-11-20 00:00:00|1
Judas: Close To Jesus|North American Motion Pictures|2014-03-18 00:00:00|Pending|2.0|4:3|14.93|NR|2001|Foreign|1.33:1|018713612663|2014-03-18 00:00:00|256253|2013-11-22 00:00:00|0
Judgment At Nuremberg|MGM/UA||Out|2.0|LBX|14.98|NR|1961|Drama|1.85:1|027616911148|2004-09-07 00:00:00|45470|2013-11-21 00:00:00|1
Judy Collins: Christmas At The Biltmore Estate (Cleopatra Records)|Cleopatra Records||Out|5.1|4:3|14.99|NR|UNK|Music|1.33:1|741157112795|2013-11-19 00:00:00|255128|2013-11-19 00:00:00|1
K: The Complete Series|Viz Entertainment|2014-02-25 00:00:00|Pending|SUB|LBX, 16:9|44.82|MA17|2012|Anime|2.35:1|782009242949|2014-02-25 00:00:00|256089|2013-11-20 00:00:00|0
K: The Complete Series (Blu-ray)|Viz Entertainment|2014-02-25 00:00:00|Pending|SUB|LBX, 16:9, BLU-RAY|69.99|MA17|2012|Anime|2.35:1|782009242956|2014-02-25 00:00:00|256118|2013-11-20 00:00:00|0
Kamisama Kiss: The Complete Series (DVD & Blu-ray Combo)|FUNimation|2014-02-11 00:00:00|Pending|SUB|LBX, 16:9, BLU-RAY|54.98|MA13|2012|Anime|1.85:1|704400084751|2014-02-11 00:00:00|256242|2013-11-22 00:00:00|0
Kanye West & Kim Kardashion: Kimye|Azure||Out|2.0|4:3|14.95|NR|2013|Documentary|1.33:1|655690556001|2013-11-19 00:00:00|252198|2013-11-19 00:00:00|1
Karas: The Prophecy #1: Tactics (Essence Of Anime)|Manga Entertainment||Out|SUB|LBX, 16:9|14.98|MA15|2005|Anime|1.85:1|013138502599|2007-09-04 00:00:00|114593|2013-11-21 00:00:00|1
